,const,TELENOW_1,TELENOW_2,TELECOVID_1,TELECOVID_2,TELE2019_1,TELE2019_2,HRYEAR4,rank_16,rank_25,rank_100,PEHRUSLT
87865,1.0,0,0,0,1,0,0,2020,0,1,0,50
87866,1.0,0,0,0,1,0,0,2020,0,1,0,40
87876,1.0,0,0,0,1,0,0,2020,0,1,0,40
87880,1.0,0,0,0,1,0,0,2020,0,1,0,40
87881,1.0,0,0,0,1,0,0,2020,0,1,0,45
87885,1.0,0,0,0,1,0,0,2020,0,1,0,40
87886,1.0,0,0,0,1,0,0,2020,0,1,0,50
87887,1.0,0,0,0,1,0,0,2020,0,1,0,50
87888,1.0,0,0,0,1,0,0,2020,0,0,1,40
87889,1.0,0,0,0,1,0,0,2020,0,1,0,40
87892,1.0,0,0,1,0,0,0,2020,0,1,0,40
87893,1.0,0,0,1,0,0,0,2020,0,1,0,40
87894,1.0,0,0,1,0,0,0,2020,1,0,0,40
87895,1.0,0,0,0,1,0,0,2020,0,1,0,40
87898,1.0,0,0,0,1,0,0,2020,0,1,0,18
87901,1.0,0,0,0,1,0,0,2020,0,1,0,40
87906,1.0,0,0,0,1,0,0,2020,0,1,0,40
87910,1.0,0,0,0,1,0,0,2020,0,1,0,40
87911,1.0,0,0,0,1,0,0,2020,0,1,0,40
87912,1.0,0,0,0,1,0,0,2020,0,0,1,40
87916,1.0,0,0,0,1,0,0,2020,0,1,0,36
87917,1.0,0,0,0,1,0,0,2020,1,0,0,15
87918,1.0,0,0,0,1,0,0,2020,0,1,0,40
87920,1.0,0,0,0,1,0,0,2020,0,1,0,35
87924,1.0,0,0,0,1,0,0,2020,0,1,0,15
87925,1.0,0,0,0,1,0,0,2020,0,1,0,40
87928,1.0,0,0,0,1,0,0,2020,0,1,0,40
87929,1.0,0,0,0,1,0,0,2020,0,1,0,40
87930,1.0,0,0,0,1,0,0,2020,0,1,0,40
87932,1.0,0,0,0,1,0,0,2020,0,1,0,20
87933,1.0,0,0,0,1,0,0,2020,0,1,0,28
87934,1.0,0,0,0,1,0,0,2020,0,1,0,40
87937,1.0,0,0,0,1,0,0,2020,0,1,0,30
87938,1.0,0,0,0,1,0,0,2020,0,1,0,30
87939,1.0,0,0,0,1,0,0,2020,0,1,0,30
87945,1.0,0,0,0,1,0,0,2020,0,1,0,40
87946,1.0,0,0,0,1,0,0,2020,0,1,0,40
87947,1.0,0,0,0,1,0,0,2020,0,1,0,5
87950,1.0,0,0,0,1,0,0,2020,0,1,0,40
87951,1.0,0,0,0,1,0,0,2020,0,1,0,48
87953,1.0,0,0,1,0,0,0,2020,0,1,0,45
87954,1.0,0,0,1,0,0,0,2020,0,1,0,60
87959,1.0,0,0,0,1,0,0,2020,0,0,1,20
87960,1.0,0,0,1,0,0,0,2020,0,1,0,50
87963,1.0,0,0,0,1,0,0,2020,0,1,0,40
87965,1.0,0,0,0,1,0,0,2020,0,1,0,60
87966,1.0,0,0,0,1,0,0,2020,0,1,0,65
87973,1.0,0,0,0,1,0,0,2020,0,1,0,40
87974,1.0,0,0,0,1,0,0,2020,0,1,0,50
87975,1.0,0,0,1,0,0,0,2020,0,1,0,40
87977,1.0,0,0,0,1,0,0,2020,0,1,0,52
87979,1.0,0,0,0,1,0,0,2020,0,1,0,40
87981,1.0,0,0,0,1,0,0,2020,0,1,0,70
87983,1.0,0,0,0,1,0,0,2020,0,1,0,20
87984,1.0,0,0,0,1,0,0,2020,0,1,0,20
87985,1.0,0,0,1,0,0,0,2020,0,1,0,40
87986,1.0,0,0,0,1,0,0,2020,0,0,1,36
87995,1.0,0,0,0,1,0,0,2020,0,1,0,40
87996,1.0,0,0,1,0,0,0,2020,0,1,0,40
87997,1.0,0,0,0,1,0,0,2020,0,1,0,48
87998,1.0,0,0,0,1,0,0,2020,0,1,0,16
87999,1.0,0,0,0,1,0,0,2020,0,1,0,40
88002,1.0,0,0,0,1,0,0,2020,0,1,0,40
88008,1.0,0,0,0,1,0,0,2020,0,1,0,40
88009,1.0,0,0,0,1,0,0,2020,0,1,0,40
88011,1.0,0,0,0,1,0,0,2020,0,1,0,23
88014,1.0,0,0,1,0,0,0,2020,0,1,0,40
88015,1.0,0,0,0,1,0,0,2020,0,1,0,45
88019,1.0,0,0,0,1,0,0,2020,0,1,0,40
88020,1.0,0,0,0,1,0,0,2020,0,1,0,40
88023,1.0,0,0,1,0,0,0,2020,0,1,0,40
88024,1.0,0,0,1,0,0,0,2020,0,1,0,40
88026,1.0,0,0,1,0,0,0,2020,0,1,0,40
88028,1.0,0,0,0,1,0,0,2020,1,0,0,50
88029,1.0,0,0,0,1,0,0,2020,0,1,0,32
88033,1.0,0,0,1,0,0,0,2020,0,1,0,40
88035,1.0,0,0,1,0,0,0,2020,0,1,0,40
88037,1.0,0,0,0,1,0,0,2020,0,1,0,32
88038,1.0,0,0,0,1,0,0,2020,0,1,0,40
88042,1.0,0,0,0,1,0,0,2020,0,1,0,40
88047,1.0,0,0,0,1,0,0,2020,0,1,0,45
88052,1.0,0,0,0,1,0,0,2020,0,1,0,40
88053,1.0,0,0,1,0,0,0,2020,0,1,0,40
88059,1.0,0,0,0,1,0,0,2020,0,1,0,60
88060,1.0,0,0,0,1,0,0,2020,0,1,0,60
88062,1.0,0,0,1,0,0,0,2020,0,1,0,40
88064,1.0,0,0,0,1,0,0,2020,0,1,0,50
88074,1.0,0,0,0,1,0,0,2020,0,1,0,40
88075,1.0,0,0,0,1,0,0,2020,0,1,0,40
88076,1.0,0,0,0,1,0,0,2020,0,1,0,40
88077,1.0,0,0,0,1,0,0,2020,0,1,0,36
88078,1.0,0,0,0,1,0,0,2020,0,1,0,40
88082,1.0,0,0,0,1,0,0,2020,0,1,0,42
88083,1.0,0,0,0,1,0,0,2020,0,1,0,40
88085,1.0,0,0,1,0,0,0,2020,0,1,0,40
88090,1.0,0,0,1,0,0,0,2020,0,1,0,40
88091,1.0,0,0,0,1,0,0,2020,0,1,0,40
88092,1.0,0,0,0,1,0,0,2020,0,1,0,40
88093,1.0,0,0,0,1,0,0,2020,0,1,0,40
88094,1.0,0,0,0,1,0,0,2020,0,1,0,40
88096,1.0,0,0,0,1,0,0,2020,0,1,0,40
88097,1.0,0,0,0,1,0,0,2020,0,1,0,28
88099,1.0,0,0,1,0,0,0,2020,0,1,0,40
88101,1.0,0,0,1,0,0,0,2020,0,1,0,40
88102,1.0,0,0,0,1,0,0,2020,0,1,0,32
88103,1.0,0,0,0,1,0,0,2020,0,1,0,36
88105,1.0,0,0,0,1,0,0,2020,0,1,0,35
88110,1.0,0,0,0,1,0,0,2020,0,1,0,40
88111,1.0,0,0,1,0,0,0,2020,0,1,0,40
88112,1.0,0,0,0,1,0,0,2020,0,1,0,40
88113,1.0,0,0,1,0,0,0,2020,0,1,0,40
88115,1.0,0,0,0,1,0,0,2020,0,1,0,30
88116,1.0,0,0,0,1,0,0,2020,0,1,0,40
88117,1.0,0,0,0,1,0,0,2020,0,1,0,32
88120,1.0,0,0,0,1,0,0,2020,0,1,0,40
88126,1.0,0,0,0,1,0,0,2020,0,1,0,40
88130,1.0,0,0,0,1,0,0,2020,0,1,0,40
88134,1.0,0,0,0,1,0,0,2020,0,1,0,40
88135,1.0,0,0,0,1,0,0,2020,0,1,0,40
88136,1.0,0,0,0,1,0,0,2020,0,1,0,60
88138,1.0,0,0,0,1,0,0,2020,0,1,0,24
88140,1.0,0,0,0,1,0,0,2020,0,1,0,20
88141,1.0,0,0,1,0,0,0,2020,0,1,0,55
88145,1.0,0,0,0,1,0,0,2020,0,1,0,75
88146,1.0,0,0,0,1,0,0,2020,0,1,0,40
88147,1.0,0,0,0,1,0,0,2020,0,1,0,75
88148,1.0,0,0,0,1,0,0,2020,0,1,0,40
88149,1.0,0,0,0,0,0,0,2020,0,1,0,25
88150,1.0,0,0,0,1,0,0,2020,0,1,0,54
88154,1.0,0,0,0,1,0,0,2020,0,1,0,70
88155,1.0,0,0,0,1,0,0,2020,0,1,0,50
88165,1.0,0,0,1,0,0,0,2020,0,1,0,40
88167,1.0,0,0,0,1,0,0,2020,0,1,0,40
88168,1.0,0,0,0,1,0,0,2020,0,1,0,32
88170,1.0,0,0,0,1,0,0,2020,0,1,0,24
88171,1.0,0,0,1,0,0,0,2020,0,1,0,40
88173,1.0,0,0,0,1,0,0,2020,0,1,0,35
88175,1.0,0,0,1,0,0,0,2020,0,1,0,40
88178,1.0,0,0,0,1,0,0,2020,0,1,0,30
88181,1.0,0,0,0,1,0,0,2020,0,1,0,40
88182,1.0,0,0,0,1,0,0,2020,0,1,0,40
88183,1.0,0,0,0,1,0,0,2020,0,1,0,40
88184,1.0,0,0,1,0,0,0,2020,0,1,0,40
88186,1.0,0,0,0,1,0,0,2020,0,1,0,46
88189,1.0,0,0,0,1,0,0,2020,0,1,0,40
88193,1.0,0,0,1,0,0,0,2020,0,1,0,22
88197,1.0,0,0,0,1,0,0,2020,0,1,0,40
88198,1.0,0,0,0,1,0,0,2020,0,1,0,40
88199,1.0,0,0,0,1,0,0,2020,0,1,0,40
88200,1.0,0,0,0,1,0,0,2020,0,1,0,40
88201,1.0,0,0,0,1,0,0,2020,0,1,0,40
88202,1.0,0,0,0,1,0,0,2020,0,1,0,40
88205,1.0,0,0,0,1,0,0,2020,0,1,0,40
88207,1.0,0,0,0,1,0,0,2020,0,1,0,40
88211,1.0,0,0,0,1,0,0,2020,0,1,0,60
88212,1.0,0,0,0,1,0,0,2020,0,1,0,40
88216,1.0,0,0,0,1,0,0,2020,0,1,0,50
88224,1.0,0,0,1,0,0,0,2020,0,1,0,50
88225,1.0,0,0,0,1,0,0,2020,0,0,1,40
88226,1.0,0,0,0,1,0,0,2020,0,1,0,40
88227,1.0,0,0,0,1,0,0,2020,0,1,0,40
88230,1.0,0,0,0,1,0,0,2020,0,1,0,40
88231,1.0,0,0,0,1,0,0,2020,0,1,0,56
88232,1.0,0,0,1,0,0,0,2020,0,1,0,60
88233,1.0,0,0,1,0,0,0,2020,0,1,0,40
88234,1.0,0,0,0,1,0,0,2020,0,1,0,40
88235,1.0,0,0,0,1,0,0,2020,0,1,0,40
88237,1.0,0,0,0,1,0,0,2020,0,1,0,50
88239,1.0,0,0,1,0,0,0,2020,0,1,0,50
88240,1.0,0,0,0,1,0,0,2020,0,1,0,40
88243,1.0,0,0,0,1,0,0,2020,0,1,0,40
88245,1.0,0,0,0,1,0,0,2020,0,1,0,40
88246,1.0,0,0,0,1,0,0,2020,0,1,0,20
88248,1.0,0,0,0,1,0,0,2020,0,1,0,38
88250,1.0,0,0,1,0,0,0,2020,0,1,0,40
88251,1.0,0,0,0,1,0,0,2020,0,1,0,40
88252,1.0,0,0,0,1,0,0,2020,0,1,0,60
88253,1.0,0,0,0,1,0,0,2020,0,1,0,45
88256,1.0,0,0,0,1,0,0,2020,0,1,0,58
88257,1.0,0,0,0,1,0,0,2020,0,1,0,35
88258,1.0,0,0,0,1,0,0,2020,0,1,0,70
88259,1.0,0,0,0,1,0,0,2020,0,1,0,24
88260,1.0,0,0,0,1,0,0,2020,1,0,0,4
88262,1.0,0,0,0,1,0,0,2020,0,1,0,40
88263,1.0,0,0,1,0,0,0,2020,0,1,0,40
88264,1.0,0,0,0,1,0,0,2020,0,1,0,40
88265,1.0,0,0,0,1,0,0,2020,1,0,0,20
88266,1.0,0,0,0,1,0,0,2020,0,1,0,50
88267,1.0,0,0,0,1,0,0,2020,0,1,0,55
88268,1.0,0,0,0,1,0,0,2020,0,1,0,45
88270,1.0,0,0,0,1,0,0,2020,0,1,0,60
88271,1.0,0,0,0,1,0,0,2020,0,1,0,45
88274,1.0,0,0,0,1,0,0,2020,0,1,0,40
88277,1.0,0,0,0,1,0,0,2020,0,1,0,60
88278,1.0,0,0,0,1,0,0,2020,0,1,0,30
88285,1.0,0,0,0,1,0,0,2020,0,1,0,40
88294,1.0,0,0,0,1,0,0,2020,0,1,0,60
88295,1.0,0,0,0,1,0,0,2020,0,1,0,40
88296,1.0,0,0,0,1,0,0,2020,0,1,0,35
88298,1.0,0,0,0,1,0,0,2020,0,1,0,40
88300,1.0,0,0,0,1,0,0,2020,0,1,0,50
88301,1.0,0,0,0,1,0,0,2020,0,1,0,40
88305,1.0,0,0,0,1,0,0,2020,0,1,0,40
88306,1.0,0,0,0,1,0,0,2020,0,1,0,40
88309,1.0,0,0,0,1,0,0,2020,0,1,0,40
88313,1.0,0,0,0,1,0,0,2020,0,1,0,40
88314,1.0,0,0,0,1,0,0,2020,0,1,0,40
88315,1.0,0,0,0,1,0,0,2020,0,1,0,40
88316,1.0,0,0,0,1,0,0,2020,0,1,0,37
88319,1.0,0,0,0,1,0,0,2020,0,1,0,40
88322,1.0,0,0,0,1,0,0,2020,0,1,0,20
88323,1.0,0,0,0,1,0,0,2020,0,1,0,40
88324,1.0,0,0,0,1,0,0,2020,0,1,0,37
88325,1.0,0,0,0,1,0,0,2020,0,1,0,50
88328,1.0,0,0,0,1,0,0,2020,0,1,0,60
88334,1.0,0,0,0,1,0,0,2020,0,1,0,40
88335,1.0,0,0,0,1,0,0,2020,0,1,0,40
88338,1.0,0,0,0,1,0,0,2020,0,0,1,22
88345,1.0,0,0,0,1,0,0,2020,0,1,0,40
88346,1.0,0,0,0,1,0,0,2020,0,1,0,40
88347,1.0,0,0,1,0,0,0,2020,0,1,0,50
88348,1.0,0,0,1,0,0,0,2020,0,1,0,50
88349,1.0,0,0,1,0,0,0,2020,0,1,0,50
88353,1.0,0,0,1,0,0,0,2020,0,1,0,40
88354,1.0,0,0,1,0,0,0,2020,0,0,1,40
88356,1.0,0,0,0,1,0,0,2020,0,1,0,40
88357,1.0,0,0,0,1,0,0,2020,0,1,0,40
88358,1.0,0,0,0,1,0,0,2020,0,1,0,40
88361,1.0,0,0,0,1,0,0,2020,0,1,0,40
88363,1.0,0,0,0,1,0,0,2020,0,1,0,40
88365,1.0,0,0,1,0,0,0,2020,0,1,0,50
88366,1.0,0,0,1,0,0,0,2020,0,1,0,60
88367,1.0,0,0,1,0,0,0,2020,0,1,0,40
88377,1.0,0,0,1,0,0,0,2020,0,1,0,40
88379,1.0,0,0,0,1,0,0,2020,0,1,0,40
88380,1.0,0,0,0,1,0,0,2020,0,1,0,40
88382,1.0,0,0,1,0,0,0,2020,0,1,0,40
88383,1.0,0,0,0,1,0,0,2020,0,1,0,40
88385,1.0,0,0,0,1,0,0,2020,0,1,0,40
88386,1.0,0,0,1,0,0,0,2020,0,1,0,50
88388,1.0,0,0,0,1,0,0,2020,0,1,0,50
88389,1.0,0,0,0,1,0,0,2020,0,1,0,40
88391,1.0,0,0,1,0,0,0,2020,0,1,0,40
88392,1.0,0,0,0,1,0,0,2020,0,1,0,40
88395,1.0,0,0,0,1,0,0,2020,0,1,0,40
88396,1.0,0,0,0,1,0,0,2020,0,1,0,40
88399,1.0,0,0,0,1,0,0,2020,0,1,0,35
88402,1.0,0,0,1,0,0,0,2020,0,1,0,45
88403,1.0,0,0,0,1,0,0,2020,0,1,0,40
88404,1.0,0,0,0,1,0,0,2020,0,1,0,35
88405,1.0,0,0,0,1,0,0,2020,0,1,0,40
88406,1.0,0,0,1,0,0,0,2020,0,1,0,40
88410,1.0,0,0,0,1,0,0,2020,0,1,0,40
88411,1.0,0,0,0,1,0,0,2020,0,1,0,40
88414,1.0,0,0,0,1,0,0,2020,0,1,0,44
88415,1.0,0,0,1,0,0,0,2020,0,1,0,40
88419,1.0,0,0,0,1,0,0,2020,0,1,0,40
88423,1.0,0,0,0,1,0,0,2020,0,1,0,80
88424,1.0,0,0,0,1,0,0,2020,0,1,0,35
88428,1.0,0,0,0,1,0,0,2020,0,1,0,60
88433,1.0,0,0,1,0,0,0,2020,1,0,0,40
88436,1.0,0,0,0,1,0,0,2020,0,1,0,32
88437,1.0,0,0,0,1,0,0,2020,0,1,0,40
88438,1.0,0,0,0,1,0,0,2020,0,1,0,40
88439,1.0,0,0,0,1,0,0,2020,0,1,0,30
88440,1.0,0,0,1,0,0,0,2020,0,1,0,45
88444,1.0,0,0,0,1,0,0,2020,0,1,0,50
88445,1.0,0,0,0,1,0,0,2020,0,1,0,20
88449,1.0,0,0,0,1,0,0,2020,0,1,0,43
88453,1.0,0,0,0,1,0,0,2020,0,1,0,50
88454,1.0,0,0,0,1,0,0,2020,0,1,0,40
88457,1.0,0,0,0,1,0,0,2020,0,1,0,2
88458,1.0,0,0,0,1,0,0,2020,0,1,0,2
88459,1.0,0,0,1,0,0,0,2020,0,1,0,40
88461,1.0,0,0,1,0,0,0,2020,0,1,0,40
88464,1.0,0,0,0,1,0,0,2020,0,1,0,40
88465,1.0,0,0,0,1,0,0,2020,0,1,0,40
88470,1.0,0,0,0,1,0,0,2020,0,1,0,34
88472,1.0,0,0,0,1,0,0,2020,0,1,0,56
88477,1.0,0,0,0,1,0,0,2020,0,1,0,35
88478,1.0,0,0,0,1,0,0,2020,0,1,0,40
88479,1.0,0,0,1,0,0,0,2020,0,1,0,40
88480,1.0,0,0,0,1,0,0,2020,1,0,0,45
88481,1.0,0,0,0,1,0,0,2020,0,1,0,40
88482,1.0,0,0,0,1,0,0,2020,0,1,0,43
88486,1.0,0,0,0,1,0,0,2020,0,1,0,40
88489,1.0,0,0,0,1,0,0,2020,0,1,0,40
88490,1.0,0,0,0,1,0,0,2020,0,1,0,40
88492,1.0,0,0,0,1,0,0,2020,0,1,0,40
88494,1.0,0,0,0,1,0,0,2020,0,1,0,38
88495,1.0,0,0,0,1,0,0,2020,0,1,0,40
88496,1.0,0,0,0,1,0,0,2020,0,1,0,40
88498,1.0,0,0,0,1,0,0,2020,0,1,0,35
88500,1.0,0,0,0,1,0,0,2020,0,1,0,35
88508,1.0,0,0,0,1,0,0,2020,0,1,0,40
88509,1.0,0,0,0,1,0,0,2020,0,1,0,40
88512,1.0,0,0,1,0,0,0,2020,1,0,0,20
88513,1.0,0,0,1,0,0,0,2020,0,1,0,35
88514,1.0,0,0,1,0,0,0,2020,0,1,0,40
88515,1.0,0,0,0,1,0,0,2020,0,1,0,10
88516,1.0,0,0,0,1,0,0,2020,0,0,1,40
88517,1.0,0,0,0,1,0,0,2020,0,1,0,30
88521,1.0,0,0,0,1,0,0,2020,0,1,0,40
88529,1.0,0,0,0,1,0,0,2020,0,1,0,50
88532,1.0,0,0,0,1,0,0,2020,0,1,0,40
88533,1.0,0,0,0,1,0,0,2020,0,1,0,40
88535,1.0,0,0,1,0,0,0,2020,0,1,0,40
88536,1.0,0,0,1,0,0,0,2020,0,1,0,40
88538,1.0,0,0,1,0,0,0,2020,0,1,0,20
88539,1.0,0,0,1,0,0,0,2020,0,1,0,50
88542,1.0,0,0,0,1,0,0,2020,0,1,0,40
88543,1.0,0,0,1,0,0,0,2020,0,1,0,10
88546,1.0,0,0,0,1,0,0,2020,0,1,0,40
88549,1.0,0,0,0,1,0,0,2020,0,1,0,48
88550,1.0,0,0,1,0,0,0,2020,0,1,0,55
88551,1.0,0,0,1,0,0,0,2020,0,1,0,55
88552,1.0,0,0,1,0,0,0,2020,0,1,0,50
88559,1.0,0,0,1,0,0,0,2020,0,0,1,20
88561,1.0,0,0,0,1,0,0,2020,0,1,0,40
88570,1.0,0,0,0,1,0,0,2020,0,1,0,40
88573,1.0,0,0,0,1,0,0,2020,0,1,0,40
88575,1.0,0,0,0,1,0,0,2020,0,1,0,40
88580,1.0,0,0,0,1,0,0,2020,0,1,0,40
88583,1.0,0,0,0,1,0,0,2020,0,1,0,40
88584,1.0,0,0,0,1,0,0,2020,0,1,0,40
88586,1.0,0,0,1,0,0,0,2020,0,1,0,40
88587,1.0,0,0,1,0,0,0,2020,0,1,0,40
88588,1.0,0,0,0,1,0,0,2020,0,1,0,40
88589,1.0,0,0,0,1,0,0,2020,0,1,0,40
88593,1.0,0,0,0,1,0,0,2020,0,1,0,40
88594,1.0,0,0,0,1,0,0,2020,0,1,0,38
88595,1.0,0,0,0,1,0,0,2020,0,1,0,40
88596,1.0,0,0,0,1,0,0,2020,0,1,0,45
88599,1.0,0,0,0,1,0,0,2020,0,1,0,40
88602,1.0,0,0,0,1,0,0,2020,0,1,0,40
88610,1.0,0,0,0,1,0,0,2020,0,1,0,40
88611,1.0,0,0,0,1,0,0,2020,0,1,0,20
88614,1.0,0,0,0,1,0,0,2020,0,1,0,40
88615,1.0,0,0,0,1,0,0,2020,0,1,0,50
88616,1.0,0,0,0,1,0,0,2020,0,1,0,50
88627,1.0,0,0,0,1,0,0,2020,0,1,0,40
88628,1.0,0,0,1,0,0,0,2020,0,0,1,35
88629,1.0,0,0,0,1,0,0,2020,0,1,0,40
88632,1.0,0,0,0,1,0,0,2020,1,0,0,52
88636,1.0,0,0,0,1,0,0,2020,0,1,0,50
88640,1.0,0,0,0,1,0,0,2020,0,1,0,40
88641,1.0,0,0,1,0,0,0,2020,0,1,0,45
88642,1.0,0,0,0,1,0,0,2020,0,1,0,60
88646,1.0,0,0,0,1,0,0,2020,0,1,0,40
88647,1.0,0,0,0,1,0,0,2020,0,1,0,40
88649,1.0,0,0,0,1,0,0,2020,0,1,0,50
88650,1.0,0,0,0,1,0,0,2020,0,1,0,40
88653,1.0,0,0,0,1,0,0,2020,0,1,0,40
88654,1.0,0,0,0,1,0,0,2020,0,1,0,55
88655,1.0,0,0,0,1,0,0,2020,0,1,0,32
88656,1.0,0,0,0,1,0,0,2020,0,1,0,40
88658,1.0,0,0,0,1,0,0,2020,0,1,0,40
88664,1.0,0,0,0,1,0,0,2020,0,1,0,40
88665,1.0,0,0,0,1,0,0,2020,0,1,0,40
88666,1.0,0,0,0,1,0,0,2020,0,1,0,40
88667,1.0,0,0,0,1,0,0,2020,0,1,0,30
88669,1.0,0,0,0,1,0,0,2020,0,1,0,40
88672,1.0,0,0,0,1,0,0,2020,0,1,0,30
88673,1.0,0,0,0,1,0,0,2020,0,1,0,40
88683,1.0,0,0,0,1,0,0,2020,0,1,0,40
88684,1.0,0,0,0,1,0,0,2020,0,1,0,40
88686,1.0,0,0,0,1,0,0,2020,0,1,0,40
88688,1.0,0,0,1,0,0,0,2020,0,1,0,40
88691,1.0,0,0,0,1,0,0,2020,0,1,0,40
88692,1.0,0,0,1,0,0,0,2020,0,1,0,40
88693,1.0,0,0,0,1,0,0,2020,0,1,0,40
88694,1.0,0,0,0,1,0,0,2020,0,1,0,40
88696,1.0,0,0,0,1,0,0,2020,0,1,0,30
88697,1.0,0,0,0,1,0,0,2020,0,1,0,40
88699,1.0,0,0,0,1,0,0,2020,0,1,0,30
88701,1.0,0,0,0,1,0,0,2020,0,1,0,40
88702,1.0,0,0,1,0,0,0,2020,0,1,0,40
88703,1.0,0,0,1,0,0,0,2020,0,1,0,70
88705,1.0,0,0,0,1,0,0,2020,0,1,0,40
88706,1.0,0,0,1,0,0,0,2020,0,1,0,40
88708,1.0,0,0,0,1,0,0,2020,0,1,0,55
88710,1.0,0,0,1,0,0,0,2020,0,1,0,40
88711,1.0,0,0,0,1,0,0,2020,0,1,0,40
88712,1.0,0,0,1,0,0,0,2020,0,1,0,40
88714,1.0,0,0,0,1,0,0,2020,0,1,0,40
88717,1.0,0,0,0,1,0,0,2020,0,1,0,54
88719,1.0,0,0,0,1,0,0,2020,0,1,0,40
88721,1.0,0,0,0,1,0,0,2020,0,1,0,40
88722,1.0,0,0,0,1,0,0,2020,0,1,0,40
88723,1.0,0,0,0,1,0,0,2020,0,1,0,40
88724,1.0,0,0,1,0,0,0,2020,0,1,0,40
88730,1.0,0,0,0,1,0,0,2020,0,1,0,32
88731,1.0,0,0,0,1,0,0,2020,0,0,1,40
88732,1.0,0,0,1,0,0,0,2020,0,1,0,40
88735,1.0,0,0,0,1,0,0,2020,0,1,0,50
88737,1.0,0,0,1,0,0,0,2020,0,1,0,40
88738,1.0,0,0,1,0,0,0,2020,0,1,0,40
88741,1.0,0,0,0,1,0,0,2020,0,1,0,40
88747,1.0,0,0,0,1,0,0,2020,0,1,0,40
88753,1.0,0,0,1,0,0,0,2020,0,1,0,40
88754,1.0,0,0,0,1,0,0,2020,0,1,0,40
88756,1.0,0,0,1,0,0,0,2020,0,1,0,40
88757,1.0,0,0,0,1,0,0,2020,0,1,0,24
88758,1.0,0,0,0,1,0,0,2020,0,1,0,37
88760,1.0,0,0,1,0,0,0,2020,0,1,0,40
88761,1.0,0,0,1,0,0,0,2020,0,1,0,40
88763,1.0,0,0,0,1,0,0,2020,0,1,0,40
88765,1.0,0,0,0,1,0,0,2020,0,1,0,40
88766,1.0,0,0,1,0,0,0,2020,0,1,0,40
88772,1.0,0,0,0,1,0,0,2020,0,1,0,40
88773,1.0,0,0,0,1,0,0,2020,0,1,0,40
88774,1.0,0,0,0,1,0,0,2020,0,1,0,40
88775,1.0,0,0,0,1,0,0,2020,0,1,0,40
88777,1.0,0,0,0,1,0,0,2020,0,1,0,40
88778,1.0,0,0,1,0,0,0,2020,0,1,0,40
88779,1.0,0,0,0,1,0,0,2020,0,1,0,32
88783,1.0,0,0,0,1,0,0,2020,0,1,0,40
88784,1.0,0,0,0,1,0,0,2020,0,1,0,40
88786,1.0,0,0,0,1,0,0,2020,0,1,0,70
88787,1.0,0,0,0,1,0,0,2020,0,1,0,47
88789,1.0,0,0,0,1,0,0,2020,0,1,0,40
88791,1.0,0,0,0,1,0,0,2020,0,1,0,40
88792,1.0,0,0,0,1,0,0,2020,0,1,0,8
88793,1.0,0,0,0,1,0,0,2020,0,1,0,40
88794,1.0,0,0,0,1,0,0,2020,0,1,0,40
88796,1.0,0,0,0,1,0,0,2020,0,1,0,36
88798,1.0,0,0,0,1,0,0,2020,0,1,0,29
88799,1.0,0,0,0,1,0,0,2020,0,1,0,40
88800,1.0,0,0,0,1,0,0,2020,0,1,0,40
88801,1.0,0,0,0,1,0,0,2020,0,1,0,40
88802,1.0,0,0,0,1,0,0,2020,0,1,0,40
88803,1.0,0,0,0,1,0,0,2020,0,1,0,50
88804,1.0,0,0,0,1,0,0,2020,0,1,0,40
88805,1.0,0,0,0,1,0,0,2020,0,1,0,40
88806,1.0,0,0,0,1,0,0,2020,0,1,0,40
88807,1.0,0,0,0,1,0,0,2020,0,1,0,36
88810,1.0,0,0,1,0,0,0,2020,0,1,0,40
88811,1.0,0,0,0,1,0,0,2020,0,1,0,60
88812,1.0,0,0,1,0,0,0,2020,0,1,0,40
88813,1.0,0,0,1,0,0,0,2020,0,1,0,60
88814,1.0,0,0,0,1,0,0,2020,0,1,0,20
88817,1.0,0,0,0,1,0,0,2020,0,1,0,40
88822,1.0,0,0,1,0,0,0,2020,0,1,0,44
88824,1.0,0,0,0,1,0,0,2020,0,1,0,25
88825,1.0,0,0,0,1,0,0,2020,0,1,0,45
88827,1.0,0,0,0,1,0,0,2020,0,1,0,40
88828,1.0,0,0,0,1,0,0,2020,0,1,0,32
88829,1.0,0,0,0,1,0,0,2020,0,1,0,48
88832,1.0,0,0,0,1,0,0,2020,0,1,0,37
88837,1.0,0,0,0,1,0,0,2020,0,1,0,40
88842,1.0,0,0,0,1,0,0,2020,0,1,0,36
88844,1.0,0,0,1,0,0,0,2020,0,1,0,40
88845,1.0,0,0,0,1,0,0,2020,0,1,0,38
88846,1.0,0,0,0,1,0,0,2020,0,1,0,40
88847,1.0,0,0,0,1,0,0,2020,0,1,0,40
88849,1.0,0,0,0,1,0,0,2020,0,1,0,40
88850,1.0,0,0,0,1,0,0,2020,0,1,0,25
88852,1.0,0,0,1,0,0,0,2020,0,1,0,40
88853,1.0,0,0,0,1,0,0,2020,0,1,0,40
88854,1.0,0,0,1,0,0,0,2020,0,1,0,38
88855,1.0,0,0,0,1,0,0,2020,0,1,0,35
88857,1.0,0,0,0,1,0,0,2020,0,1,0,40
88861,1.0,0,0,0,1,0,0,2020,0,1,0,40
