,const,TELENOW_1,TELENOW_2,TELECOVID_1,TELECOVID_2,TELE2019_1,TELE2019_2,HRYEAR4,rank_16,rank_25,rank_100,PEHRUSLT
913,1.0,0,0,0,0,0,0,2019,0,1,0,40
914,1.0,0,0,0,0,0,0,2019,0,1,0,90
915,1.0,0,0,0,0,0,0,2019,0,1,0,45
916,1.0,0,0,0,0,0,0,2019,0,1,0,40
917,1.0,0,0,0,0,0,0,2019,0,1,0,40
918,1.0,0,0,0,0,0,0,2019,0,1,0,40
919,1.0,0,0,0,0,0,0,2019,0,1,0,40
923,1.0,0,0,0,0,0,0,2019,0,1,0,40
924,1.0,0,0,0,0,0,0,2019,0,1,0,40
927,1.0,0,0,0,0,0,0,2019,0,1,0,40
930,1.0,0,0,0,0,0,0,2019,0,1,0,40
931,1.0,0,0,0,0,0,0,2019,0,1,0,40
935,1.0,0,0,0,0,0,0,2019,0,1,0,40
936,1.0,0,0,0,0,0,0,2019,0,1,0,40
937,1.0,0,0,0,0,0,0,2019,0,1,0,30
942,1.0,0,0,0,0,0,0,2019,0,1,0,40
943,1.0,0,0,0,0,0,0,2019,0,1,0,25
944,1.0,0,0,0,0,0,0,2019,1,0,0,45
945,1.0,0,0,0,0,0,0,2019,0,1,0,32
946,1.0,0,0,0,0,0,0,2019,0,1,0,40
948,1.0,0,0,0,0,0,0,2019,0,1,0,40
949,1.0,0,0,0,0,0,0,2019,0,1,0,40
950,1.0,0,0,0,0,0,0,2019,0,1,0,50
951,1.0,0,0,0,0,0,0,2019,0,1,0,35
952,1.0,0,0,0,0,0,0,2019,0,1,0,30
954,1.0,0,0,0,0,0,0,2019,0,1,0,13
955,1.0,0,0,0,0,0,0,2019,0,1,0,40
956,1.0,0,0,0,0,0,0,2019,0,1,0,40
957,1.0,0,0,0,0,0,0,2019,0,1,0,40
959,1.0,0,0,0,0,0,0,2019,0,1,0,40
965,1.0,0,0,0,0,0,0,2019,1,0,0,40
966,1.0,0,0,0,0,0,0,2019,0,1,0,45
968,1.0,0,0,0,0,0,0,2019,0,1,0,10
972,1.0,0,0,0,0,0,0,2019,0,1,0,40
975,1.0,0,0,0,0,0,0,2019,0,1,0,75
978,1.0,0,0,0,0,0,0,2019,0,1,0,38
979,1.0,0,0,0,0,0,0,2019,0,1,0,55
982,1.0,0,0,0,0,0,0,2019,0,1,0,40
984,1.0,0,0,0,0,0,0,2019,0,1,0,40
988,1.0,0,0,0,0,0,0,2019,0,1,0,40
991,1.0,0,0,0,0,0,0,2019,0,1,0,45
992,1.0,0,0,0,0,0,0,2019,0,1,0,50
997,1.0,0,0,0,0,0,0,2019,0,1,0,50
1001,1.0,0,0,0,0,0,0,2019,0,1,0,50
1002,1.0,0,0,0,0,0,0,2019,0,1,0,20
1003,1.0,0,0,0,0,0,0,2019,0,1,0,42
1004,1.0,0,0,0,0,0,0,2019,0,1,0,50
1006,1.0,0,0,0,0,0,0,2019,0,1,0,40
1007,1.0,0,0,0,0,0,0,2019,0,1,0,60
1008,1.0,0,0,0,0,0,0,2019,0,1,0,40
1009,1.0,0,0,0,0,0,0,2019,0,1,0,30
1010,1.0,0,0,0,0,0,0,2019,0,1,0,50
1011,1.0,0,0,0,0,0,0,2019,0,1,0,40
1013,1.0,0,0,0,0,0,0,2019,0,1,0,8
1017,1.0,0,0,0,0,0,0,2019,0,1,0,20
1018,1.0,0,0,0,0,0,0,2019,0,1,0,25
1019,1.0,0,0,0,0,0,0,2019,0,1,0,45
1020,1.0,0,0,0,0,0,0,2019,0,1,0,45
1022,1.0,0,0,0,0,0,0,2019,0,1,0,45
1024,1.0,0,0,0,0,0,0,2019,0,1,0,40
1027,1.0,0,0,0,0,0,0,2019,0,1,0,15
1028,1.0,0,0,0,0,0,0,2019,0,1,0,15
1031,1.0,0,0,0,0,0,0,2019,0,1,0,38
1036,1.0,0,0,0,0,0,0,2019,0,1,0,20
1037,1.0,0,0,0,0,0,0,2019,0,1,0,6
1038,1.0,0,0,0,0,0,0,2019,0,1,0,40
1039,1.0,0,0,0,0,0,0,2019,0,1,0,40
1041,1.0,0,0,0,0,0,0,2019,0,1,0,40
1042,1.0,0,0,0,0,0,0,2019,0,1,0,50
1045,1.0,0,0,0,0,0,0,2019,0,1,0,40
1050,1.0,0,0,0,0,0,0,2019,0,1,0,60
1052,1.0,0,0,0,0,0,0,2019,0,1,0,40
1053,1.0,0,0,0,0,0,0,2019,0,1,0,40
1057,1.0,0,0,0,0,0,0,2019,0,1,0,40
1058,1.0,0,0,0,0,0,0,2019,0,1,0,40
1059,1.0,0,0,0,0,0,0,2019,0,0,1,20
1060,1.0,0,0,0,0,0,0,2019,0,1,0,40
1065,1.0,0,0,0,0,0,0,2019,0,1,0,40
1067,1.0,0,0,0,0,0,0,2019,0,1,0,40
1070,1.0,0,0,0,0,0,0,2019,0,1,0,30
1071,1.0,0,0,0,0,0,0,2019,0,1,0,50
1074,1.0,0,0,0,0,0,0,2019,0,1,0,40
1083,1.0,0,0,0,0,0,0,2019,0,1,0,40
1084,1.0,0,0,0,0,0,0,2019,0,1,0,40
1087,1.0,0,0,0,0,0,0,2019,0,1,0,15
1089,1.0,0,0,0,0,0,0,2019,0,1,0,40
1091,1.0,0,0,0,0,0,0,2019,0,1,0,45
1092,1.0,0,0,0,0,0,0,2019,0,1,0,15
1095,1.0,0,0,0,0,0,0,2019,0,1,0,40
1099,1.0,0,0,0,0,0,0,2019,1,0,0,45
1100,1.0,0,0,0,0,0,0,2019,1,0,0,50
1104,1.0,0,0,0,0,0,0,2019,0,1,0,40
1105,1.0,0,0,0,0,0,0,2019,0,1,0,40
1107,1.0,0,0,0,0,0,0,2019,0,1,0,45
1108,1.0,0,0,0,0,0,0,2019,0,1,0,40
1109,1.0,0,0,0,0,0,0,2019,0,1,0,40
1110,1.0,0,0,0,0,0,0,2019,0,1,0,50
1112,1.0,0,0,0,0,0,0,2019,0,1,0,45
1113,1.0,0,0,0,0,0,0,2019,1,0,0,60
1114,1.0,0,0,0,0,0,0,2019,0,1,0,40
1115,1.0,0,0,0,0,0,0,2019,0,1,0,40
1118,1.0,0,0,0,0,0,0,2019,0,1,0,40
1119,1.0,0,0,0,0,0,0,2019,0,1,0,40
1120,1.0,0,0,0,0,0,0,2019,0,1,0,20
1121,1.0,0,0,0,0,0,0,2019,0,1,0,10
1125,1.0,0,0,0,0,0,0,2019,0,1,0,40
1126,1.0,0,0,0,0,0,0,2019,0,1,0,20
1127,1.0,0,0,0,0,0,0,2019,0,1,0,48
1128,1.0,0,0,0,0,0,0,2019,0,1,0,40
1129,1.0,0,0,0,0,0,0,2019,0,1,0,40
1130,1.0,0,0,0,0,0,0,2019,0,1,0,40
1131,1.0,0,0,0,0,0,0,2019,0,1,0,30
1132,1.0,0,0,0,0,0,0,2019,0,1,0,30
1133,1.0,0,0,0,0,0,0,2019,0,1,0,40
1134,1.0,0,0,0,0,0,0,2019,0,1,0,40
1137,1.0,0,0,0,0,0,0,2019,0,1,0,48
1138,1.0,0,0,0,0,0,0,2019,0,1,0,67
1142,1.0,0,0,0,0,0,0,2019,0,1,0,40
1145,1.0,0,0,0,0,0,0,2019,0,1,0,15
1147,1.0,0,0,0,0,0,0,2019,0,0,1,36
1148,1.0,0,0,0,0,0,0,2019,0,1,0,20
1150,1.0,0,0,0,0,0,0,2019,0,1,0,40
1152,1.0,0,0,0,0,0,0,2019,0,1,0,17
1154,1.0,0,0,0,0,0,0,2019,0,1,0,40
1155,1.0,0,0,0,0,0,0,2019,0,1,0,56
1156,1.0,0,0,0,0,0,0,2019,0,1,0,56
1159,1.0,0,0,0,0,0,0,2019,0,1,0,40
1161,1.0,0,0,0,0,0,0,2019,0,1,0,60
1162,1.0,0,0,0,0,0,0,2019,0,1,0,15
1165,1.0,0,0,0,0,0,0,2019,0,1,0,20
1167,1.0,0,0,0,0,0,0,2019,0,1,0,40
1168,1.0,0,0,0,0,0,0,2019,0,1,0,42
1169,1.0,0,0,0,0,0,0,2019,0,1,0,40
1170,1.0,0,0,0,0,0,0,2019,0,1,0,40
1171,1.0,0,0,0,0,0,0,2019,0,1,0,55
1174,1.0,0,0,0,0,0,0,2019,0,1,0,50
1175,1.0,0,0,0,0,0,0,2019,0,1,0,40
1176,1.0,0,0,0,0,0,0,2019,0,1,0,30
1178,1.0,0,0,0,0,0,0,2019,0,1,0,40
1179,1.0,0,0,0,0,0,0,2019,0,1,0,32
1181,1.0,0,0,0,0,0,0,2019,0,1,0,40
1182,1.0,0,0,0,0,0,0,2019,0,1,0,40
1183,1.0,0,0,0,0,0,0,2019,0,1,0,40
1184,1.0,0,0,0,0,0,0,2019,0,1,0,40
1188,1.0,0,0,0,0,0,0,2019,0,1,0,50
1192,1.0,0,0,0,0,0,0,2019,0,1,0,50
1194,1.0,0,0,0,0,0,0,2019,0,1,0,45
1196,1.0,0,0,0,0,0,0,2019,0,1,0,40
1200,1.0,0,0,0,0,0,0,2019,0,1,0,40
1201,1.0,0,0,0,0,0,0,2019,0,1,0,24
1202,1.0,0,0,0,0,0,0,2019,0,1,0,40
1203,1.0,0,0,0,0,0,0,2019,0,1,0,40
1205,1.0,0,0,0,0,0,0,2019,0,1,0,35
1206,1.0,0,0,0,0,0,0,2019,0,1,0,25
1209,1.0,0,0,0,0,0,0,2019,0,1,0,45
1210,1.0,0,0,0,0,0,0,2019,0,1,0,45
1213,1.0,0,0,0,0,0,0,2019,0,1,0,40
1214,1.0,0,0,0,0,0,0,2019,0,1,0,6
1215,1.0,0,0,0,0,0,0,2019,0,1,0,40
1218,1.0,0,0,0,0,0,0,2019,0,1,0,40
1222,1.0,0,0,0,0,0,0,2019,0,1,0,40
1227,1.0,0,0,0,0,0,0,2019,0,1,0,40
1228,1.0,0,0,0,0,0,0,2019,0,1,0,55
1230,1.0,0,0,0,0,0,0,2019,0,1,0,20
1233,1.0,0,0,0,0,0,0,2019,0,1,0,40
1234,1.0,0,0,0,0,0,0,2019,0,1,0,20
1236,1.0,0,0,0,0,0,0,2019,0,1,0,35
1237,1.0,0,0,0,0,0,0,2019,0,1,0,70
1239,1.0,0,0,0,0,0,0,2019,0,1,0,40
1240,1.0,0,0,0,0,0,0,2019,0,1,0,40
1241,1.0,0,0,0,0,0,0,2019,0,1,0,50
1244,1.0,0,0,0,0,0,0,2019,0,1,0,50
1251,1.0,0,0,0,0,0,0,2019,0,1,0,40
1252,1.0,0,0,0,0,0,0,2019,0,1,0,50
1253,1.0,0,0,0,0,0,0,2019,0,1,0,60
1254,1.0,0,0,0,0,0,0,2019,0,1,0,40
1255,1.0,0,0,0,0,0,0,2019,0,1,0,25
1258,1.0,0,0,0,0,0,0,2019,0,1,0,50
1259,1.0,0,0,0,0,0,0,2019,0,1,0,32
1262,1.0,0,0,0,0,0,0,2019,0,1,0,40
1263,1.0,0,0,0,0,0,0,2019,0,1,0,45
1265,1.0,0,0,0,0,0,0,2019,0,1,0,50
1266,1.0,0,0,0,0,0,0,2019,0,1,0,50
1268,1.0,0,0,0,0,0,0,2019,0,1,0,40
1270,1.0,0,0,0,0,0,0,2019,0,1,0,29
1271,1.0,0,0,0,0,0,0,2019,0,1,0,40
1272,1.0,0,0,0,0,0,0,2019,0,1,0,40
1276,1.0,0,0,0,0,0,0,2019,0,1,0,30
1280,1.0,0,0,0,0,0,0,2019,0,1,0,40
1285,1.0,0,0,0,0,0,0,2019,0,1,0,50
1290,1.0,0,0,0,0,0,0,2019,0,1,0,40
1294,1.0,0,0,0,0,0,0,2019,1,0,0,25
1297,1.0,0,0,0,0,0,0,2019,0,1,0,35
1299,1.0,0,0,0,0,0,0,2019,0,1,0,10
1301,1.0,0,0,0,0,0,0,2019,0,1,0,30
1302,1.0,0,0,0,0,0,0,2019,0,1,0,10
1303,1.0,0,0,0,0,0,0,2019,0,1,0,80
1304,1.0,0,0,0,0,0,0,2019,0,1,0,40
1306,1.0,0,0,0,0,0,0,2019,0,0,1,35
1307,1.0,0,0,0,0,0,0,2019,0,1,0,40
1310,1.0,0,0,0,0,0,0,2019,0,1,0,45
1313,1.0,0,0,0,0,0,0,2019,0,1,0,40
1314,1.0,0,0,0,0,0,0,2019,0,1,0,66
1315,1.0,0,0,0,0,0,0,2019,0,1,0,30
1321,1.0,0,0,0,0,0,0,2019,0,1,0,40
1325,1.0,0,0,0,0,0,0,2019,0,1,0,35
1326,1.0,0,0,0,0,0,0,2019,0,1,0,40
1329,1.0,0,0,0,0,0,0,2019,0,1,0,40
1330,1.0,0,0,0,0,0,0,2019,0,1,0,40
1331,1.0,0,0,0,0,0,0,2019,0,1,0,40
1333,1.0,0,0,0,0,0,0,2019,0,1,0,23
1334,1.0,0,0,0,0,0,0,2019,0,1,0,40
1335,1.0,0,0,0,0,0,0,2019,0,1,0,22
1337,1.0,0,0,0,0,0,0,2019,0,1,0,40
1338,1.0,0,0,0,0,0,0,2019,0,1,0,40
1339,1.0,0,0,0,0,0,0,2019,0,1,0,40
1340,1.0,0,0,0,0,0,0,2019,0,1,0,40
1341,1.0,0,0,0,0,0,0,2019,0,1,0,40
1342,1.0,0,0,0,0,0,0,2019,0,1,0,40
1344,1.0,0,0,0,0,0,0,2019,0,1,0,40
1345,1.0,0,0,0,0,0,0,2019,0,1,0,50
1346,1.0,0,0,0,0,0,0,2019,0,1,0,40
1347,1.0,0,0,0,0,0,0,2019,0,1,0,49
1348,1.0,0,0,0,0,0,0,2019,0,1,0,40
1349,1.0,0,0,0,0,0,0,2019,0,1,0,36
1351,1.0,0,0,0,0,0,0,2019,0,1,0,35
1352,1.0,0,0,0,0,0,0,2019,0,1,0,40
1354,1.0,0,0,0,0,0,0,2019,0,1,0,40
1355,1.0,0,0,0,0,0,0,2019,0,1,0,40
1356,1.0,0,0,0,0,0,0,2019,0,1,0,40
1357,1.0,0,0,0,0,0,0,2019,0,1,0,40
1358,1.0,0,0,0,0,0,0,2019,0,1,0,50
1359,1.0,0,0,0,0,0,0,2019,0,1,0,60
1361,1.0,0,0,0,0,0,0,2019,0,1,0,48
1367,1.0,0,0,0,0,0,0,2019,0,1,0,40
1368,1.0,0,0,0,0,0,0,2019,0,1,0,40
1369,1.0,0,0,0,0,0,0,2019,0,1,0,40
1370,1.0,0,0,0,0,0,0,2019,0,1,0,40
1372,1.0,0,0,0,0,0,0,2019,0,1,0,40
1376,1.0,0,0,0,0,0,0,2019,0,1,0,30
1377,1.0,0,0,0,0,0,0,2019,0,1,0,40
1380,1.0,0,0,0,0,0,0,2019,0,1,0,40
1382,1.0,0,0,0,0,0,0,2019,0,1,0,40
1383,1.0,0,0,0,0,0,0,2019,0,1,0,36
1384,1.0,0,0,0,0,0,0,2019,0,1,0,40
1385,1.0,0,0,0,0,0,0,2019,0,1,0,36
1388,1.0,0,0,0,0,0,0,2019,0,1,0,40
1389,1.0,0,0,0,0,0,0,2019,0,0,1,40
1391,1.0,0,0,0,0,0,0,2019,0,1,0,25
1393,1.0,0,0,0,0,0,0,2019,0,1,0,25
1394,1.0,0,0,0,0,0,0,2019,0,1,0,40
1400,1.0,0,0,0,0,0,0,2019,0,1,0,40
1404,1.0,0,0,0,0,0,0,2019,0,1,0,40
1405,1.0,0,0,0,0,0,0,2019,1,0,0,40
1406,1.0,0,0,0,0,0,0,2019,0,1,0,40
1407,1.0,0,0,0,0,0,0,2019,0,1,0,40
1411,1.0,0,0,0,0,0,0,2019,0,0,1,40
1415,1.0,0,0,0,0,0,0,2019,0,1,0,80
1418,1.0,0,0,0,0,0,0,2019,0,1,0,32
1419,1.0,0,0,0,0,0,0,2019,0,1,0,40
1420,1.0,0,0,0,0,0,0,2019,0,1,0,50
1421,1.0,0,0,0,0,0,0,2019,0,1,0,40
1422,1.0,0,0,0,0,0,0,2019,0,1,0,40
1423,1.0,0,0,0,0,0,0,2019,0,1,0,40
1426,1.0,0,0,0,0,0,0,2019,0,1,0,40
1427,1.0,0,0,0,0,0,0,2019,0,1,0,5
1429,1.0,0,0,0,0,0,0,2019,0,1,0,40
1430,1.0,0,0,0,0,0,0,2019,0,1,0,60
1432,1.0,0,0,0,0,0,0,2019,0,1,0,40
1434,1.0,0,0,0,0,0,0,2019,0,1,0,40
1436,1.0,0,0,0,0,0,0,2019,0,1,0,40
1440,1.0,0,0,0,0,0,0,2019,0,1,0,40
1441,1.0,0,0,0,0,0,0,2019,0,1,0,36
1443,1.0,0,0,0,0,0,0,2019,0,1,0,40
1444,1.0,0,0,0,0,0,0,2019,0,1,0,40
1446,1.0,0,0,0,0,0,0,2019,0,1,0,50
1447,1.0,0,0,0,0,0,0,2019,0,1,0,30
1448,1.0,0,0,0,0,0,0,2019,0,1,0,35
1449,1.0,0,0,0,0,0,0,2019,0,1,0,40
1450,1.0,0,0,0,0,0,0,2019,0,1,0,50
1451,1.0,0,0,0,0,0,0,2019,0,1,0,40
1453,1.0,0,0,0,0,0,0,2019,0,1,0,40
1458,1.0,0,0,0,0,0,0,2019,0,1,0,30
1462,1.0,0,0,0,0,0,0,2019,0,1,0,36
1465,1.0,0,0,0,0,0,0,2019,1,0,0,60
1467,1.0,0,0,0,0,0,0,2019,0,1,0,40
1470,1.0,0,0,0,0,0,0,2019,0,1,0,35
1471,1.0,0,0,0,0,0,0,2019,0,1,0,40
1473,1.0,0,0,0,0,0,0,2019,0,1,0,40
1474,1.0,0,0,0,0,0,0,2019,0,1,0,40
1475,1.0,0,0,0,0,0,0,2019,0,1,0,40
1476,1.0,0,0,0,0,0,0,2019,0,1,0,55
1477,1.0,0,0,0,0,0,0,2019,0,1,0,40
1478,1.0,0,0,0,0,0,0,2019,0,1,0,45
1479,1.0,0,0,0,0,0,0,2019,0,1,0,50
1481,1.0,0,0,0,0,0,0,2019,0,1,0,40
1482,1.0,0,0,0,0,0,0,2019,0,1,0,40
1483,1.0,0,0,0,0,0,0,2019,0,1,0,45
1485,1.0,0,0,0,0,0,0,2019,0,1,0,40
1486,1.0,0,0,0,0,0,0,2019,0,1,0,40
1489,1.0,0,0,0,0,0,0,2019,0,1,0,34
1490,1.0,0,0,0,0,0,0,2019,1,0,0,40
1492,1.0,0,0,0,0,0,0,2019,0,1,0,40
1493,1.0,0,0,0,0,0,0,2019,0,1,0,40
1494,1.0,0,0,0,0,0,0,2019,1,0,0,55
1495,1.0,0,0,0,0,0,0,2019,1,0,0,40
1496,1.0,0,0,0,0,0,0,2019,0,1,0,40
1497,1.0,0,0,0,0,0,0,2019,0,1,0,40
1499,1.0,0,0,0,0,0,0,2019,0,1,0,40
1500,1.0,0,0,0,0,0,0,2019,0,1,0,40
1502,1.0,0,0,0,0,0,0,2019,0,1,0,2
1504,1.0,0,0,0,0,0,0,2019,0,1,0,20
1506,1.0,0,0,0,0,0,0,2019,0,1,0,40
1507,1.0,0,0,0,0,0,0,2019,0,1,0,40
1509,1.0,0,0,0,0,0,0,2019,0,1,0,57
1510,1.0,0,0,0,0,0,0,2019,0,1,0,40
1512,1.0,0,0,0,0,0,0,2019,1,0,0,40
1514,1.0,0,0,0,0,0,0,2019,0,1,0,32
1516,1.0,0,0,0,0,0,0,2019,0,1,0,40
1518,1.0,0,0,0,0,0,0,2019,0,1,0,25
1519,1.0,0,0,0,0,0,0,2019,0,1,0,40
1521,1.0,0,0,0,0,0,0,2019,0,1,0,40
1522,1.0,0,0,0,0,0,0,2019,0,1,0,40
1523,1.0,0,0,0,0,0,0,2019,0,1,0,40
1532,1.0,0,0,0,0,0,0,2019,0,1,0,40
1533,1.0,0,0,0,0,0,0,2019,0,0,1,40
1534,1.0,0,0,0,0,0,0,2019,0,1,0,60
1535,1.0,0,0,0,0,0,0,2019,0,1,0,40
1536,1.0,0,0,0,0,0,0,2019,0,0,1,40
1539,1.0,0,0,0,0,0,0,2019,1,0,0,40
1540,1.0,0,0,0,0,0,0,2019,0,1,0,50
1541,1.0,0,0,0,0,0,0,2019,0,1,0,40
1543,1.0,0,0,0,0,0,0,2019,0,1,0,32
1544,1.0,0,0,0,0,0,0,2019,0,1,0,50
1545,1.0,0,0,0,0,0,0,2019,0,1,0,65
1549,1.0,0,0,0,0,0,0,2019,0,1,0,40
1550,1.0,0,0,0,0,0,0,2019,0,1,0,56
1551,1.0,0,0,0,0,0,0,2019,0,1,0,60
1552,1.0,0,0,0,0,0,0,2019,0,1,0,15
1553,1.0,0,0,0,0,0,0,2019,0,1,0,40
1557,1.0,0,0,0,0,0,0,2019,0,1,0,30
1558,1.0,0,0,0,0,0,0,2019,0,1,0,40
1559,1.0,0,0,0,0,0,0,2019,0,1,0,40
1563,1.0,0,0,0,0,0,0,2019,0,1,0,40
1564,1.0,0,0,0,0,0,0,2019,0,1,0,10
1565,1.0,0,0,0,0,0,0,2019,0,1,0,40
1567,1.0,0,0,0,0,0,0,2019,0,1,0,40
1569,1.0,0,0,0,0,0,0,2019,0,0,1,60
1572,1.0,0,0,0,0,0,0,2019,0,1,0,55
1573,1.0,0,0,0,0,0,0,2019,0,1,0,40
1577,1.0,0,0,0,0,0,0,2019,0,1,0,20
1579,1.0,0,0,0,0,0,0,2019,1,0,0,72
1580,1.0,0,0,0,0,0,0,2019,0,1,0,40
1581,1.0,0,0,0,0,0,0,2019,0,1,0,45
1582,1.0,0,0,0,0,0,0,2019,0,1,0,40
1585,1.0,0,0,0,0,0,0,2019,0,1,0,25
1586,1.0,0,0,0,0,0,0,2019,0,1,0,45
1589,1.0,0,0,0,0,0,0,2019,0,1,0,50
1590,1.0,0,0,0,0,0,0,2019,0,1,0,40
1593,1.0,0,0,0,0,0,0,2019,0,1,0,40
1594,1.0,0,0,0,0,0,0,2019,0,1,0,38
1595,1.0,0,0,0,0,0,0,2019,0,1,0,20
1597,1.0,0,0,0,0,0,0,2019,0,1,0,40
1598,1.0,0,0,0,0,0,0,2019,0,1,0,40
1604,1.0,0,0,0,0,0,0,2019,0,1,0,40
1608,1.0,0,0,0,0,0,0,2019,0,1,0,35
1611,1.0,0,0,0,0,0,0,2019,0,1,0,40
1614,1.0,0,0,0,0,0,0,2019,0,1,0,40
1615,1.0,0,0,0,0,0,0,2019,0,1,0,40
1619,1.0,0,0,0,0,0,0,2019,0,1,0,40
1620,1.0,0,0,0,0,0,0,2019,0,1,0,40
1623,1.0,0,0,0,0,0,0,2019,0,1,0,40
1624,1.0,0,0,0,0,0,0,2019,0,1,0,24
1625,1.0,0,0,0,0,0,0,2019,0,0,1,40
1626,1.0,0,0,0,0,0,0,2019,0,1,0,40
1628,1.0,0,0,0,0,0,0,2019,0,1,0,40
1629,1.0,0,0,0,0,0,0,2019,0,1,0,40
1630,1.0,0,0,0,0,0,0,2019,0,1,0,20
1633,1.0,0,0,0,0,0,0,2019,0,1,0,15
1635,1.0,0,0,0,0,0,0,2019,0,1,0,40
1636,1.0,0,0,0,0,0,0,2019,0,1,0,65
1637,1.0,0,0,0,0,0,0,2019,0,1,0,40
1639,1.0,0,0,0,0,0,0,2019,0,1,0,40
1640,1.0,0,0,0,0,0,0,2019,0,1,0,20
1641,1.0,0,0,0,0,0,0,2019,0,1,0,40
1642,1.0,0,0,0,0,0,0,2019,0,1,0,80
1643,1.0,0,0,0,0,0,0,2019,0,1,0,40
1644,1.0,0,0,0,0,0,0,2019,0,1,0,32
1645,1.0,0,0,0,0,0,0,2019,0,1,0,30
1646,1.0,0,0,0,0,0,0,2019,0,1,0,50
1647,1.0,0,0,0,0,0,0,2019,0,1,0,40
1648,1.0,0,0,0,0,0,0,2019,0,1,0,42
1649,1.0,0,0,0,0,0,0,2019,0,1,0,40
1650,1.0,0,0,0,0,0,0,2019,0,1,0,40
1651,1.0,0,0,0,0,0,0,2019,0,1,0,40
1652,1.0,0,0,0,0,0,0,2019,0,1,0,40
1653,1.0,0,0,0,0,0,0,2019,0,1,0,40
1657,1.0,0,0,0,0,0,0,2019,0,1,0,12
1660,1.0,0,0,0,0,0,0,2019,0,1,0,50
1661,1.0,0,0,0,0,0,0,2019,0,1,0,40
1663,1.0,0,0,0,0,0,0,2019,0,1,0,37
1665,1.0,0,0,0,0,0,0,2019,0,1,0,20
1669,1.0,0,0,0,0,0,0,2019,0,1,0,40
1670,1.0,0,0,0,0,0,0,2019,0,1,0,10
1671,1.0,0,0,0,0,0,0,2019,0,1,0,40
1672,1.0,0,0,0,0,0,0,2019,0,1,0,40
1674,1.0,0,0,0,0,0,0,2019,0,1,0,40
1675,1.0,0,0,0,0,0,0,2019,0,1,0,40
1677,1.0,0,0,0,0,0,0,2019,0,1,0,55
1680,1.0,0,0,0,0,0,0,2019,0,1,0,40
1681,1.0,0,0,0,0,0,0,2019,0,1,0,40
1684,1.0,0,0,0,0,0,0,2019,0,1,0,25
1685,1.0,0,0,0,0,0,0,2019,0,1,0,60
1688,1.0,0,0,0,0,0,0,2019,0,1,0,40
1689,1.0,0,0,0,0,0,0,2019,0,1,0,40
1690,1.0,0,0,0,0,0,0,2019,0,1,0,36
1691,1.0,0,0,0,0,0,0,2019,0,1,0,40
1692,1.0,0,0,0,0,0,0,2019,0,1,0,40
1696,1.0,0,0,0,0,0,0,2019,0,1,0,40
1697,1.0,0,0,0,0,0,0,2019,0,1,0,40
1700,1.0,0,0,0,0,0,0,2019,0,1,0,30
1701,1.0,0,0,0,0,0,0,2019,0,1,0,24
1702,1.0,0,0,0,0,0,0,2019,1,0,0,50
1704,1.0,0,0,0,0,0,0,2019,0,1,0,40
1706,1.0,0,0,0,0,0,0,2019,0,1,0,40
1707,1.0,0,0,0,0,0,0,2019,0,1,0,30
1708,1.0,0,0,0,0,0,0,2019,0,1,0,40
1710,1.0,0,0,0,0,0,0,2019,0,1,0,40
1718,1.0,0,0,0,0,0,0,2019,0,0,1,40
1723,1.0,0,0,0,0,0,0,2019,0,1,0,40
1724,1.0,0,0,0,0,0,0,2019,0,1,0,20
1725,1.0,0,0,0,0,0,0,2019,0,1,0,50
1726,1.0,0,0,0,0,0,0,2019,0,1,0,10
1727,1.0,0,0,0,0,0,0,2019,0,1,0,45
1728,1.0,0,0,0,0,0,0,2019,0,1,0,5
1731,1.0,0,0,0,0,0,0,2019,0,1,0,40
1741,1.0,0,0,0,0,0,0,2019,0,1,0,40
1742,1.0,0,0,0,0,0,0,2019,0,1,0,40
1743,1.0,0,0,0,0,0,0,2019,0,1,0,40
1744,1.0,0,0,0,0,0,0,2019,0,1,0,40
1745,1.0,0,0,0,0,0,0,2019,0,1,0,40
1746,1.0,0,0,0,0,0,0,2019,0,1,0,60
1747,1.0,0,0,0,0,0,0,2019,0,1,0,40
1748,1.0,0,0,0,0,0,0,2019,0,0,1,35
1749,1.0,0,0,0,0,0,0,2019,0,1,0,40
1751,1.0,0,0,0,0,0,0,2019,0,1,0,40
1752,1.0,0,0,0,0,0,0,2019,0,1,0,30
1755,1.0,0,0,0,0,0,0,2019,0,1,0,50
1757,1.0,0,0,0,0,0,0,2019,0,1,0,40
1758,1.0,0,0,0,0,0,0,2019,0,1,0,40
1759,1.0,0,0,0,0,0,0,2019,0,1,0,50
1761,1.0,0,0,0,0,0,0,2019,0,1,0,40
1765,1.0,0,0,0,0,0,0,2019,0,1,0,35
1766,1.0,0,0,0,0,0,0,2019,0,1,0,78
1768,1.0,0,0,0,0,0,0,2019,0,1,0,40
1771,1.0,0,0,0,0,0,0,2019,0,1,0,40
1772,1.0,0,0,0,0,0,0,2019,0,1,0,40
1777,1.0,0,0,0,0,0,0,2019,0,1,0,45
1778,1.0,0,0,0,0,0,0,2019,0,1,0,40
1783,1.0,0,0,0,0,0,0,2019,0,1,0,50
1784,1.0,0,0,0,0,0,0,2019,0,1,0,40
1789,1.0,0,0,0,0,0,0,2019,0,1,0,40
1790,1.0,0,0,0,0,0,0,2019,0,1,0,36
1791,1.0,0,0,0,0,0,0,2019,0,1,0,6
1792,1.0,0,0,0,0,0,0,2019,0,1,0,40
